"","Genedataset1.FC","Genedataset1.FDR","Genedataset2.FC","Genedataset2.FDR","Genedataset3.FC","Genedataset3.FDR","Genedataset4.FC","Genedataset4.FDR","Count"
"DNAH5","0.645311947552276","0.000248752714551282","0.813917342750492","3.68101110221519e-15","no value","no value","0.923536893562651","0.24997341869149",-2
"DNAH6","no value","no value","no value","no value","no value","no value","0.963630395262464","0.608094111632651",0
"DNAH7","no value","no value","no value","no value","no value","no value","0.979572950445606","0.447536337321739",0
"DNAH8","1.06173730884576","0.0707912760838665","no value","no value","no value","no value","0.754729741088399","4.17203302935297e-05",0
"DNAH9","1.07171062978699","0.796834373197851","1.53137246568024","0.191049440488118","no value","no value","0.908576877982133","0.148528703035002",0
"DNAHL1","0.488131385292159","1.36078618529188e-06","0.678496480456576","8.11916859280375e-16","no value","no value","no value","no value",-2
"DNAI1","0.846535411774649","0.54824822846794","0.813055461877521","0.000599702470775257","no value","no value","0.839797761720811","0.00100924712276551",-2
"DNAI2","0.842115413830301","0.0211964842206393","0.719935208112013","1.98569353645982e-05","no value","no value","1.00667725997785","0.89532288700156",-2
"DNAJA1","0.558290017445963","0.00545605634059083","0.848090678512108","0.825601803267337","no value","no value","1.08800426488523","0.0546174232692601",0
"DNAJA2","0.557486587366158","0.000199846157680473","Inf","0.32754040426264","no value","no value","0.957401406677293","0.0178377622457135",-2
"DNAJA3","0.764565066625936","0.000838248574737632","1.11545887397525","0.792341115066481","no value","no value","0.861662419927696","0.00541034890951171",-2
"DNAJA4","0.560635156316908","3.25596041370243e-07","no value","no value","no value","no value","0.939707031820451","0.000581235498970713",-2
"DNAJA5","0.446029312072274","0.008217243572539","0.475210523927957","0.161058888497689","no value","no value","no value","no value",-1
"DNAJB1","0.932344598001869","0.342256418118359","0.802299540863197","0.0163017919673404","no value","no value","1.03087521450275","0.625997525344795",-1
"DNAJB11","0.521257868423406","5.23735519820144e-06","Inf","0.0221323515376742","no value","no value","no value","no value",0
"DNAJB12","0.518211217807582","0.000943504960256055","2.24055981707829","0.412063415477716","no value","no value","0.995324781535321","0.317107524918818",-1
"DNAJB13","0.723133724367192","0.00446369410751401","0.657194151283237","0.000162107414266484","no value","no value","0.820109729973037","0.000388947568554714",-3
"DNAJB14","0.672645791374269","0.126550706562076","0.579176722172112","0.38850175023508","no value","no value","0.974094019680794","0.482621768084949",0
"DNAJB2","0.490193299502986","0.000285126752586613","Inf","0.0105708110110717","no value","no value","0.947742899683793","0.255941417439874",0
"DNAJB4","0.483418332476838","0.00100193479068337","no value","no value","no value","no value","1.09112417173381","0.468252994641187",-1
"DNAJB5","no value","no value","no value","no value","no value","no value","1.46262856917217","1.80655726861578e-05",1
"DNAJB6","0.50424926276201","1.00795319567135e-05","9.3125016092669","8.58423635900179e-13","no value","no value","1.62983565829058","0.222604870376482",0
"DNAJB7","1.06237536695821","0.00211063075233415","no value","no value","no value","no value","0.993329661405832","0.336911452488194",1
"DNAJB8","0.691845377709612","1.35542779922655e-05","0.667355027401959","8.74887707616814e-10","no value","no value","no value","no value",-2
"DNAJB9","0.637960797774739","0.0198176025738519","2.07298316653293","0.171846120993298","no value","no value","no value","no value",-1
"DNAJC1","0.497523275566934","0.00655565896095947","1.59683541932849","0.728603843544086","no value","no value","1.03682706117076","0.376645612315363",-1
"DNAJC10","no value","no value","no value","no value","no value","no value","1.16300658340319","0.0468626668468468",1
"DNAJC11","0.486774387466583","1.88942928433209e-07","no value","no value","no value","no value","0.51837022652729","1.78044032445312e-08",-2
"DNAJC12","1.00852824137921","0.775028574589185","no value","no value","no value","no value","0.905285023718685","0.0455438352339203",-1
"DNAJC13","no value","no value","no value","no value","no value","no value","0.973776193591964","0.224149905272863",0
"DNAJC14","0.576783251907554","0.0099990238911568","0.606083333252558","0.0519346428588932","no value","no value","1.13228125902026","0.294169829215251",-2
"DNAJC15","0.71432086503199","0.00424776343770841","no value","no value","2.60291849612149","0.00291250039089475","2.45718700375374","0.00079683290735374",1
"DNAJC16","no value","no value","no value","no value","no value","no value","1.06838010057253","0.325062576668619",0
"DNAJC17","0.628739603977167","0.000665688701570298","Inf","0.318942680367474","no value","no value","0.932655453036149","0.141965009092668",-1
"DNAJC18","0.684116457576703","0.0128617777861731","1.53408845879286","0.696761745682656","no value","no value","1.11027908768561","0.276770337102691",-1
"DNAJC19","no value","no value","no value","no value","no value","no value","0.972549581657103","0.0229872204286583",-1
"DNAJC2","no value","no value","no value","no value","no value","no value","0.648254479781898","1.00800622852199e-05",-1
"DNAJC21","no value","no value","no value","no value","no value","no value","0.98878846274012","0.479444746458014",0
"DNAJC22","no value","no value","no value","no value","no value","no value","0.984753747228829","0.362542589413542",0
"DNAJC24","no value","no value","no value","no value","no value","no value","1.07426145197309","0.222845889467994",0
"DNAJC25","no value","no value","no value","no value","no value","no value","0.889340307278397","0.121048723719705",0
"DNAJC27","no value","no value","no value","no value","no value","no value","0.927818604711627","0.183337653012068",0
"DNAJC28","no value","no value","no value","no value","no value","no value","0.716880317774133","1.5126436568373e-06",-1
"DNAJC3","0.462985778516515","0.000462953765963084","3.95491205090733","0.108543003374554","no value","no value","0.959561695935348","0.263509959863476",-1
"DNAJC4","0.321748545115509","6.93860119649627e-08","0.538580227984468","0.00545486347269656","no value","no value","no value","no value",-2
"DNAJC5","0.792036935375867","0.000642086013411918","0.855168246628391","0.0172701009770743","no value","no value","1.00406978438876","0.764960298534932",-2
"DNAJC5B","0.326109723727228","2.39158162653725e-08","0.733322625865794","8.3886012388471e-07","no value","no value","0.839194958608936","0.000794870220049663",-3
"DNAJC5G","0.937240362263809","0.111451105129842","0.947913721618939","9.85229909967664e-05","no value","no value","no value","no value",-1
"DNAJC6","0.559269579306572","0.0510827225378567","1.34926720415126","0.0970647732402123","no value","no value","1.99893194886797","1.87890440030866e-08",1
"DNAJC7","0.495018282546297","5.12973950962548e-05","3.22283753031483","0.105263680453571","no value","no value","0.953677357099752","0.176683801200285",-1
"DNAJC8","no value","no value","no value","no value","no value","no value","0.984402563655221","0.652630697674415",0
"DNAJC9","0.546008896768075","0.000213602597925926","Inf","0.158026000191969","no value","no value","0.94647673904646","0.319678385180007",-1
"DNAL1","no value","no value","no value","no value","no value","no value","0.994094472550132","0.79251145922792",0
"DNAL4","0.592478976811245","0.00125440418327613","Inf","0.000655151048436795","no value","no value","0.938301486774148","0.135807198335098",0
"DNALI1","0.757000180023274","0.0352389250155161","4.64830336868764","0.0285105643022351","no value","no value","1.76459442522148","2.26107758436806e-05",1
"DNASE1","1.04893643454204","0.00087843847632203","1.00273966013531","0.888621235218108","no value","no value","0.994431566581489","0.492144903547587",1
"DNASE1L1","0.66819832142342","0.64917161182573","114.374465127582","1.83707838664438e-14","0.783507970614573","0.590194612435135","no value","no value",1
"DNASE1L2","0.702253906678119","1.62649079849721e-07","0.642217721459567","0.00169203076398558","no value","no value","0.994434351675242","0.0870696058336706",-3
"DNASE1L3","0.320079417096215","1.31054834450497e-08","0.445410377716111","0.000608373653736089","no value","no value","0.96127772542395","0.317420331166049",-2
"DNASE2","0.41494357940336","1.34826764678507e-06","0.831205673946737","0.746809940578451","no value","no value","0.980680993317709","0.321669547235586",-1
"DNASE2B","0.963479173721494","0.525772145819084","0.951003278862341","0.0680167851787272","no value","no value","0.937418313073526","0.171024799851792",-1
"DNCL1","0.757558890101874","3.72388263599283e-05","0.9959339715324","0.985306897639574","no value","no value","no value","no value",-1
"DNCL2A","0.520194738501333","0.00189014765565316","15.4923650647653","0.00191475902624933","no value","no value","no value","no value",0
"DND1","1.03916939373372","0.000306221495227278","0.972792240083927","0.0507331824082403","no value","no value","0.988619046419059","0.338076948319013",0
"DNER","no value","no value","no value","no value","no value","no value","0.646109931104008","1.10076732858081e-06",-1
"DNHD1","no value","no value","no value","no value","no value","no value","1.09388766020646","0.280226000633972",0
"DNLZ","no value","no value","no value","no value","no value","no value","1.28865785068326","0.0224524830741178",1
"DNM1","0.706867420642491","4.67342731630033e-05","0.612214207928238","0.372633610116271","no value","no value","0.984700112354983","0.479371170593291",-1
"DNM1L","0.459670380844488","2.65285723591298e-07","0.568570291371054","7.40183310783535e-14","no value","no value","0.960625338877538","0.18822489245802",-2
"DNM1P35","no value","no value","no value","no value","no value","no value","0.8310219978291","0.00310800171122852",-1
"DNM2","0.567601856227488","0.00450622050771596","1.7276114397964","0.0750783407853872","no value","no value","1.03835771547246","0.775409489583223",0
"DNM3","3.49797940028882","0.0304827816631999","25.8246278448702","5.49684606347762e-24","no value","no value","1.55740260375068","0.00118543703695139",3
"DNMBP","1.10667646759156","0.019018220884352","no value","no value","no value","no value","1.05265641562364","0.657957842058759",1
"DNMT1","0.732214014385369","8.90859647518381e-05","0.828980489347884","0.874950619370649","0.613607917082609","0.00532818031118215","0.665713571148006","2.45070099735894e-05",-3
"DNMT2","0.740124050455854","0.299318823437546","Inf","0.0735727123079803","1.07244015088477","0.265980754119931","no value","no value",1
"DNMT3A","0.363332052249196","3.66859637410715e-07","0.81801771655558","0.000779159587198155","no value","no value","0.897770324019663","0.153837039371343",-2
"DNMT3B","0.363359030765382","3.78275359949209e-05","0.479805256433119","6.782393317514e-06","0.875172412327966","0.533104786224558","0.817215056905232","0.0199058497446244",-3
"DNMT3L","0.596027508007392","1.40676827158306e-08","0.63209340624208","4.39519465801141e-08","no value","no value","no value","no value",-2
"DNPEP","0.571274372566038","0.00729742427754002","1.06981172125874","0.856952828556515","no value","no value","1.10171943588789","0.0242169210989724",0
"DNTT","0.545200447917038","6.57572951049337e-05","0.53566340308606","2.2006081345727e-05","no value","no value","no value","no value",-2
"DNTTIP1","0.495213209773893","0.000311232636785511","0.524794667261623","0.593119602362718","no value","no value","no value","no value",-1
"DNTTIP2","0.732713278349245","0.310563244318162","0.737191411117029","0.0189932326558823","no value","no value","0.950865379330265","0.372415510595099",-1
"DOC1","0.696459627698874","0.00159565963387984","0.776040545681321","0.000106466582766553","no value","no value","no value","no value",-2
"DOC2A","0.478154513776752","0.00172126519135426","Inf","1.48914708530487e-05","no value","no value","1.02606803856518","0.858986579526305",0
"DOC2B","no value","no value","no value","no value","no value","no value","1.53643988009027","0.0654476529724573",1
"DOCK1","1.03359960827884","0.0251794604650112","0.948935159162611","0.00058684602579574","no value","no value","0.961140541253494","0.392658185646402",0
"DOCK10","no value","no value","no value","no value","no value","no value","2.09747009492388","0.0590722541636682",1
"DOCK2","0.583844152901298","3.97428160074654e-05","0.464280452119042","0.00122185167585445","no value","no value","1.17341682281654","0.531775837456162",-2
"DOCK3","0.887804567051035","0.541850666898037","1.29710990216878","0.685251028580324","no value","no value","0.716178925526709","4.33763425932941e-07",-1
"DOCK4","0.416888034243","9.18777589312289e-05","1.20039635160498","0.840169098264594","no value","no value","1.03431235883397","0.636913161965813",-1
"DOCK5","0.295169076948334","0.00748565458318275","Inf","0.000539644353815088","no value","no value","1.08057278265729","0.105314403080475",0
"DOCK6","no value","no value","no value","no value","no value","no value","0.92377838577319","0.0218531443766984",-1
"DOCK7","no value","no value","no value","no value","no value","no value","0.919613845672227","0.0283216500512456",-1
"DOCK8","1.25579410094701","0.000164749235551081","no value","no value","no value","no value","2.04482346677476","0.301895316901284",1
"DOCK9","0.54100041404777","0.0371652849538805","1.00739511701358","0.971963061039371","no value","no value","1.0483744072835","0.991900637624006",-1
"DOHH","no value","no value","no value","no value","no value","no value","1.11573540247201","0.07582556204648",1
"DOK1","0.646169952485526","0.00150103740211988","10.3824597007106","3.81594870521196e-06","no value","no value","1.22725758220905","0.0782239099903712",1
"DOK2","1.366718516311","0.0491760398981076","no value","no value","no value","no value","1.07819568788055","0.16676187596219",1
"DOK3","1.18464651676578","0.0417539215346997","1.08576753809332","0.125762317090541","no value","no value","1.11246118417906","0.000190165508011997",2
"DOK4","0.578045477467202","0.0355051474796443","no value","no value","no value","no value","1.29261972509148","0.0110115461778791",0
"DOK5","2.08345821246301","0.0246003370528113","3.24613814852606","0.000187508541858128","no value","no value","4.21076973452857","4.72387709795226e-05",3
"DOK6","no value","no value","no value","no value","no value","no value","6.27889208899552","1.28825330380434e-06",1
"DOK7","no value","no value","no value","no value","no value","no value","0.871130396158585","0.0429514287086495",-1
"DOLK","no value","no value","no value","no value","no value","no value","1.05899496434762","0.179675973766635",0
"DOLPP1","0.591798600864457","0.0125962103241887","2.46769699574397","0.435686790740049","no value","no value","1.0018080575429","0.907660365601958",-1
"DOM3Z","0.502951744706105","8.45814707477628e-05","0.974641969309114","0.964370415357418","no value","no value","0.667778779532336","4.52107342040343e-06",-2
"DONSON","0.550467685308048","4.29430721497666e-06","Inf","4.57971684745387e-06","no value","no value","1.02851660150678","0.89163097379517",0
"DOPEY1","0.64702672271925","0.0109053245995079","no value","no value","no value","no value","no value","no value",-1
"DOPEY2","0.364210133080775","0.00043641046370977","0.553623682378474","0.195532958912305","no value","no value","0.781883560390586","0.0110921104274148",-2
"DOT1L","no value","no value","no value","no value","no value","no value","0.948981725798836","0.214227423180338",0
"DPAGT1","0.654748527823895","0.00949351987784032","Inf","0.000306581467193891","no value","no value","1.04970350093355","0.525254516505849",0
"DPCR1","0.683982226597962","0.0021409550990411","0.626449356336172","1.53036139008632e-08","no value","no value","0.824262862440557","0.0276607260838654",-3
"DPEP1","no value","no value","no value","no value","no value","no value","0.882479730161703","0.00131055796493618",-1
"DPEP2","0.983803972379755","0.522355643534116","0.933635647382174","0.298530330446575","no value","no value","1.0244373887224","0.676597383250292",0
"DPEP3","0.89936088277485","0.056403802434444","0.935766432789723","3.87303600479257e-08","no value","no value","0.97271758959138","0.00602612739071744",-3
"DPF1","0.518749193094039","0.000238449836959663","0.784953840836977","0.760250008602301","no value","no value","0.954635834035984","0.424290993514858",-1
"DPF2","0.764915867578023","5.86853177215822e-06","0.718937599918004","0.713782377042216","no value","no value","1.11753149017785","0.875103892647147",-1
"DPF3","no value","no value","no value","no value","no value","no value","2.14757116435526","0.0260380883695952",1
"DPH1","0.469180153963384","0.000262411366814495","0.931336960330743","0.770477360958599","no value","no value","0.91255632413993","0.215872965718681",-1
"DPH2","0.585011717818955","0.0131498877291278","0.596939776209367","0.571585535315119","no value","no value","1.02353291418211","0.703026960637897",-1
"DPH3","no value","no value","no value","no value","no value","no value","0.993323580245788","0.802932934219694",0
"DPH3B","no value","no value","no value","no value","no value","no value","0.994531110552093","0.700642355092398",0
"DPH5","0.585640764464393","1.15813288038358e-06","Inf","0.115988689441822","no value","no value","0.891560518460952","0.0184447554508747",-2
"DPM1","1.04281136599598","0.881174152141581","0.931030045699344","0.00480283576741958","no value","no value","no value","no value",-1
"DPM2","0.426067583857875","0.0039918138666058","0.618763362667584","7.37199441914808e-05","no value","no value","0.687941289516388","0.000286199217447026",-3
"DPM3","0.495856254602961","0.0128934229365197","0.306170913241097","0.423388078329732","no value","no value","0.950401423150823","0.0833478422297569",-2
"DPP10","no value","no value","no value","no value","no value","no value","0.732468481607288","6.12395882599403e-05",-1
"DPP3","0.463230153599869","0.00302625823363567","0.370215446629852","0.695667547703989","no value","no value","0.70408009374831","0.00610979961745267",-2
"DPP4","0.658311124573829","0.00023659857292611","no value","no value","no value","no value","3.84520403336602","0.0117820171689697",0
"DPP6","0.468582474442162","1.13358167059604e-06","no value","no value","no value","no value","0.524724726218153","2.61526748960532e-07",-2
"DPP7","0.560056758368253","2.8424350037223e-05","Inf","0.0591962040347074","no value","no value","1.02683331643758","0.984603753236085",0
"DPP8","0.237044121782187","0.000120303706675785","0.224634808723678","0.131669856975848","no value","no value","0.961693819003762","0.412669183420802",-1
"DPP9","no value","no value","no value","no value","no value","no value","0.986670893877396","0.19663513341015",0
"DPPA2","0.481567837764353","7.38508329602853e-07","0.500178797340455","1.45491418485706e-09","no value","no value","no value","no value",-2
"DPPA3","0.744551020627835","0.000656442714996264","0.762509578044001","9.74257725923078e-05","no value","no value","no value","no value",-2
"DPPA4","no value","no value","no value","no value","no value","no value","0.719924031573335","0.000222540689850269",-1
"DPRXP4","no value","no value","no value","no value","no value","no value","0.955781002863921","0.00809462480355297",-1
"DPT","0.80126733780361","0.107273554844656","no value","no value","no value","no value","1.13386905739865","0.020847273487152",1
"DPY19L1","no value","no value","no value","no value","no value","no value","0.7820956961221","0.0025500359073365",-1
"DPY19L2","no value","no value","no value","no value","no value","no value","3.48052938272387","0.00947672135547807",1
"DPY19L2P2","no value","no value","no value","no value","no value","no value","1.24000144702709","2.1259508517123e-06",1
"DPY19L2P4","no value","no value","no value","no value","no value","no value","4.52111353520257","0.063452359631689",1
"DPY19L3","0.433288110525284","1.65024071337509e-06","1.04125966559565","0.946491971291853","no value","no value","1.09699961685132","0.0633120705348936",0
"DPY19L4","no value","no value","no value","no value","no value","no value","1.00656971105701","0.935214780519547",0
"DPY30","no value","no value","no value","no value","no value","no value","0.869309513113162","0.00987687300807709",-1
"DPYD","0.689066205230705","1.60263397113294e-05","2.09402725132694","0.442337765244073","no value","no value","1.05211282074978","0.300237669032008",-1
"DPYS","2.37503461531755","0.0408733085313454","4.61603415673414","3.88145141853886e-08","no value","no value","1.6105019056226","0.000607624770992573",3
"DPYSL2","0.501018666839151","0.0180744630412999","1.56484727613504","0.622827968268157","no value","no value","1.37010766852803","0.124630943888825",-1
"DPYSL3","0.46815407386657","0.0014721446157298","Inf","0.0189090135393515","no value","no value","0.880005490801834","0.0611388738691808",-1
"DPYSL4","1.34630390399687","0.553963802016765","3.38643366496127","9.35919705268731e-05","no value","no value","1.68210396823762","0.0132957042471431",2
"DPYSL5","0.579540534106202","0.378635166714055","4.17150173287852","3.19982509501631e-06","no value","no value","0.840053539601769","0.0966760285475757",0
"DQX1","0.43476109019643","2.67226530926344e-07","0.496644794792595","8.1885167457e-12","no value","no value","0.729383330080392","0.00182584182077324",-3
"DR1","0.501400947730263","0.000405021346151291","0.540732550661993","0.385532229424159","no value","no value","0.773865811681616","0.00013646691582949",-2
"DRAM1","no value","no value","no value","no value","no value","no value","1.08294225141809","0.588236010404905",0
"DRAM2","no value","no value","no value","no value","no value","no value","0.95373310219389","0.17880636604716",0
"DRAP1","0.544736793973525","0.000612743907157759","0.889360291098628","0.833368836956585","no value","no value","1.17911007974051","0.194515760611186",-1
"DRCTNNB1A","0.438251378441539","0.00057862047559062","2.33783046139289","0.215352546176709","no value","no value","no value","no value",-1
"DRD1","1.91257433811819","0.0139402181392619","1.73131499839447","0.0213810691122697","no value","no value","0.962306122383791","0.237459569969691",2
"DRD1IP","0.654277948307207","0.115886896909092","17.0461905137888","6.96278100433793e-10","no value","no value","no value","no value",1
"DRD2","2.54469250168285","1.3459864398076e-05","3.54105777993509","2.05995752006994e-13","no value","no value","1.28115280919678","0.122849711414886",2
"DRD3","0.395859606841302","0.00071019790321758","0.337001096969592","0.0007452559231834","no value","no value","no value","no value",-2
"DRD4","3.6553252553094","5.74112450446914e-05","4.31014103467716","6.90403624313629e-05","no value","no value","1.23705770034396","4.41067880452908e-06",3
"DRD5","1.9781583109941","2.81910297293101e-05","2.68289933821315","4.20522259601506e-10","no value","no value","1.0449606178986","0.412615830134023",2
"DREV1","0.362645280501206","0.0334341427423348","0.95814986538624","0.912628051733515","no value","no value","no value","no value",-1
"DRG1","0.481598673660049","5.79226810200431e-08","no value","no value","no value","no value","1.17329370477777","0.00590607573470566",0
"DRG2","0.668883864340634","0.0366835427718474","no value","no value","no value","no value","0.797776664948555","0.0011349007596939",-2
"DRP2","0.547390003958073","2.20744936763253e-06","no value","no value","no value","no value","no value","no value",-1
"DSC1","0.365068398436652","7.49883085756993e-10","0.586960817150088","1.14188157467912e-11","no value","no value","0.676000363213424","8.34400363480506e-06",-3
"DSC2","0.300163241057261","0.0408232821559731","1.09175668472884","0.934575823676204","0.771991090093654","0.609923338431118","1.23261894190673","0.461129373792171",-1
"DSC3","1.31166363831265","0.65854509774201","2.3870051669209","0.000130922729464843","no value","no value","1.84908684418333","0.0124320382364205",2
"DSCAM","no value","no value","no value","no value","no value","no value","0.644400466564969","6.29418410249879e-06",-1
"DSCAML1","0.638917634094525","0.000309011761349717","no value","no value","no value","no value","1.14562094019524","0.0282249876979027",0
"DSCC1","no value","no value","no value","no value","no value","no value","0.962012381372218","0.0740178512698985",-1
"DSCR1","0.514879041936183","0.0151415190531484","23.5990033873936","7.39627247008824e-05","no value","no value","no value","no value",0
"DSCR10","1.10933478035882","0.275784704565272","no value","no value","no value","no value","no value","no value",0
"DSCR1L1","0.948113594225542","0.423643378714864","0.945483896933893","0.0019357249458839","no value","no value","no value","no value",-1
"DSCR1L2","0.646239289004175","6.05961389346129e-06","15.20859013373","5.98927910831178e-09","no value","no value","no value","no value",0
"DSCR2","0.429985843583864","2.61333937717431e-05","1.5851923867702","0.809335980871478","no value","no value","no value","no value",-1
"DSCR3","no value","no value","no value","no value","no value","no value","1.04395145765312","0.529614077548481",0
"DSCR4","no value","no value","no value","no value","no value","no value","0.598377537396303","1.7819536001788e-08",-1
"DSCR5","0.481766873269732","1.96122747134127e-05","2.08719902521483","0.0291392652533051","no value","no value","no value","no value",0
"DSCR6","0.337499538494894","0.00223216693685944","0.625509230947497","0.099732455539577","no value","no value","0.800281690281956","0.093331425974545",-3
"DSCR8","no value","no value","no value","no value","no value","no value","0.805492044918311","0.000344478160995408",-1
"DSCR9","0.824488170375895","0.450085965387678","0.688360873142128","0.164242514993775","no value","no value","0.846820268572096","0.0249759266473766",-1
"DSE","no value","no value","no value","no value","no value","no value","1.3508037604473","1.71792885345434e-06",1
"DSEL","no value","no value","no value","no value","no value","no value","2.15666330187794","0.0451473471162414",1
"DSG1","0.652938195900476","0.00089020330130044","no value","no value","0.852087730388912","0.00790968175747182","0.863512375266886","0.00170788562469964",-3
"DSG2","0.66463319874839","0.0470913530583718","Inf","1.97217775280685e-06","no value","no value","1.08595274554093","0.525240478902788",0
"DSG3","1.46318657469689","0.002050498883621","no value","no value","no value","no value","1.03087497634112","0.832272579394963",1
"DSG4","0.699187510177305","0.00037611629371696","no value","no value","no value","no value","1.00118403440713","0.985970534913804",-1
"DSN1","no value","no value","no value","no value","no value","no value","0.936010492363301","0.0432488753474701",-1
"DSP","0.499424265104084","0.00127417859739927","0.40802168604698","0.29697440199915","0.884440272412571","0.501276450372569","0.682839642564392","0.000481170326013204",-2
"DSPG3","0.952263253454438","0.418898493629993","no value","no value","no value","no value","no value","no value",0
"DSPP","no value","no value","no value","no value","no value","no value","0.954014910084701","0.0456204675518793",-1
"DST","0.724512943622927","0.0401399982048401","0.636326241226308","3.32394136603527e-06","1.01742911227874","0.910730390664799","0.828328880901448","0.00294630393366452",-3
"DSTN","0.412027753045057","5.87549699861978e-05","0.738998238032614","0.796078171770311","no value","no value","1.07295634246809","0.174566391983367",-1
"DSTYK","no value","no value","no value","no value","no value","no value","1.06277726305807","0.0524178956359504",1
"DSU","0.56354091529842","0.00190289366358202","9.87967275778822","0.00392500416324889","no value","no value","no value","no value",0
"DTD1","no value","no value","no value","no value","no value","no value","1.02678297743713","0.889414149403199",0
"DTHD1","no value","no value","no value","no value","no value","no value","0.965593227574567","0.109993838506038",0
"DTL","0.558000985067921","0.000780795707675629","no value","no value","no value","no value","no value","no value",-1
"DTNA","0.641998526553647","0.0274171625702691","7.40297215738669","0.00368919909069321","no value","no value","2.43774568403621","4.36404537120084e-05",1
"DTNB","0.588163254011473","0.000264718725298556","Inf","0.119017574678705","no value","no value","1.00211069213634","0.842835301240648",-1
"DTNBP1","0.607499905524019","5.33396543955794e-05","0.589584666974583","3.78571302833007e-08","no value","no value","0.989924969207432","0.292948877918358",-2
"DTWD1","0.490625706972771","0.0110986841578732","0.392760762010238","0.460552564637623","no value","no value","1.18165125740636","0.00595749811866678",0
"DTWD2","no value","no value","no value","no value","no value","no value","0.612939309370563","2.09787071874222e-06",-1
"DTX1","2.25394258294756","0.125544159700838","2.73134285317015","6.15654045648913e-07","no value","no value","1.04000393604079","0.457059264772521",1
"DTX2","no value","no value","no value","no value","no value","no value","0.989889968715147","0.469179462631921",0
"DTX3","no value","no value","no value","no value","no value","no value","1.04486928247441","0.861168648336981",0
"DTX3L","0.685860805692476","0.000583251781899474","0.515109270163184","0.542406861859976","no value","no value","no value","no value",-1
"DTX4","no value","no value","no value","no value","no value","no value","0.634472567462397","2.56940666135638e-06",-1
"DTYMK","no value","no value","no value","no value","no value","no value","1.13603758789957","0.0275153254867328",1
"DULLARD","0.803412016714154","0.000927700091936537","Inf","0.0647283969262083","no value","no value","1.00147752470761","0.747821569457163",0
"DUOX2","0.908447159550544","0.0651803481993681","0.966122395000501","0.324808321961317","no value","no value","0.711044569828442","6.08328917545831e-06",-2
"DUOXA1","no value","no value","no value","no value","no value","no value","0.672532913054013","9.62660408497032e-05",-1
"DUOXA2","no value","no value","no value","no value","no value","no value","1.10657589643191","0.435742296071098",0
"DUS1L","no value","no value","no value","no value","no value","no value","0.738949299256822","1.56504613117199e-06",-1
"DUS2L","0.473410764314739","1.73320536498454e-05","7.78925332084644","0.00307163896908542","no value","no value","1.02516373932853","0.595670158812215",0
"DUS3L","no value","no value","no value","no value","no value","no value","1.00064359242696","0.989605370857245",0
"DUS4L","0.794790491671688","0.000942718433460038","0.804981887936901","0.00027245275486779","no value","no value","0.653087885697738","0.000106042452510813",-3
"DUSP1","0.539039680805591","0.000146582081709358","Inf","0.0299569811219807","no value","no value","1.23546145278463","0.00017968367534089",1
"DUSP10","0.785242364801068","0.008913762619998","Inf","0.00869905881470728","no value","no value","0.931142528206984","0.0965754743495706",-1
"DUSP11","0.530768992248249","0.00213600062511574","0.468858444515998","0.50428605554915","no value","no value","0.866651194003739","0.0080831939376984",-2
"DUSP12","0.734620337468632","0.00544833002310934","0.541039061915049","0.725607806103641","no value","no value","1.01610884552363","0.925630553666831",-1
"DUSP13","0.728506257716333","5.77632694623336e-05","0.773326125345552","1.8033122570201e-14","no value","no value","0.953459167706731","0.0455413221243784",-3
"DUSP14","0.577739105292232","0.000254999483427622","5.9426806809819","0.00299420060321963","no value","no value","0.942121382283506","0.195265800586013",0
"DUSP15","0.383532228637371","3.58990999548987e-06","2.54044899040034","0.157552348219719","no value","no value","1.83866172829418","0.0773215900590101",0
"DUSP16","0.78069758837811","0.000815499634652994","3.39746039130447","0.206376165196077","no value","no value","1.30966719446494","0.000477183067203958",0
"DUSP18","0.454681468064548","1.15147751028229e-06","0.517390185905059","0.437926077475198","no value","no value","1.0596235235917","0.120955547630249",-1
"DUSP19","0.507427282246971","0.0217716866350538","2.50236889962798","0.041472575996282","no value","no value","0.741061540597857","0.00601630509040771",-1
"DUSP2","0.3834794932608","0.000328861236799528","0.623450671195873","0.221457251750836","no value","no value","0.957993132022776","0.234220774098345",-1
"DUSP21","1.02451841152386","0.130468537005136","0.99495784940459","0.751587050450279","no value","no value","no value","no value",0
"DUSP22","0.851998518883663","0.534668702867536","1.24343974816605","0.886427632216159","no value","no value","1.0038023794376","0.836066987853685",0
"DUSP23","0.386649375794369","0.000192381406341006","3.05035839564117","0.0795974256043631","no value","no value","0.787004416609419","0.0131945595248799",-1
"DUSP26","0.560080272636688","0.000183942446210787","3.73376570820351","0.0971510988046741","no value","no value","1.21108677513704","0.0893755320978296",1
"DUSP27","no value","no value","no value","no value","no value","no value","0.96740542850379","0.0421732693539431",-1
"DUSP28","no value","no value","no value","no value","no value","no value","1.00374591297022","0.679230772439458",0
"DUSP3","0.483090353554176","7.34785545759441e-05","4.88176105344729","0.0277126443324632","no value","no value","0.99754143558687","0.487353852583158",0
"DUSP4","0.481675734208629","0.0150620205101428","0.582196077312559","0.657258338525035","1.05538449489868","0.984707123189112","0.92021199551307","0.188491413056159",-1
"DUSP5","0.29556921396886","0.000398727867172489","0.39017624192044","0.00308159824041118","no value","no value","0.941876731192199","0.110657550514134",-2
